1003517;20120101;Gray,Emily;4817
1005845;20120101;Stewart,Charles;8879
1012192;20120101;Stewart,Julian;2774
1015064;20120101;Collins,Mackenzie;6788
1016279;20120101;Gutierrez,Xavier;1323
1017386;20120101;Nguyen,Dylan;8122
1021506;20120101;Diaz,Austin;8687
1023875;20120101;White,Sebastian;2971
1037129;20120102;Ramirez,Sophia;4645
1037133;20120103;Thomas,Claire;3029
1040161;20120104;Watson,Jacob;5621
1042590;20120105;Lee,Chase;2534
1043726;20120105;Jackson,Aaliyah;3264
1053110;20120105;Turner,Daniel;7015
1054005;20120106;Powell,Allison;8584
1055125;20120106;Ramirez,Brody;3856
1056600;20120107;Watson,Elijah;2324
1058858;20120110;Russell,Claire;9836
1060122;20120110;Moore,Charlotte;9978
1061751;20120110;Jenkins,Sadie;4941
1064143;20120110;Barnes,Anthony;9035
1064641;20120112;Sanchez,Eva;2518
1066522;20120112;Williams,Mia;8120
1067360;20120112;Mitchell,Nolan;5318
1068142;20120112;Cruz,Owen;5913
1074428;20120112;Clark,Ayden;1634
1076768;20120112;Gutierrez,Nora;3720
1077347;20120113;Sullivan,Nicholas;3927
1077745;20120113;Richardson,Kevin;9578
1083907;20120115;Cruz,Robert;9009
1085474;20120116;Diaz,Hudson;3924
1087078;20120116;Young,Christopher;5811
1088288;20120118;Moore,Zoe;1713
1091250;20120118;Harris,Kylie;9679
1092102;20120119;Bailey,Skylar;6445
1092195;20120120;Perry,Jace;1638
1092278;20120120;Richardson,Asher;1848
1092775;20120120;Young,Natalie;7287
1096442;20120121;Jones,Logan;8506
1101067;20120121;Green,Layla;9692
1104850;20120122;Myers,Sophie;2004
1106381;20120122;Perry,Addison;8839
1115004;20120123;Long,Cooper;6149
1115033;20120124;Powell,Brandon;3499
1116615;20120124;Allen,Arianna;6589
1122472;20120124;Brown,Piper;2697
1125177;20120125;Ortiz,Dominic;2607
1126610;20120125;Mitchell,Mila;3821
1130505;20120126;Robinson,Alexis;6631
1133832;20120126;Johnson,Bella;6936
1138803;20120126;Russell,Gabriel;7615
1141072;20120127;Bailey,Joseph;5640
1145613;20120127;Hill,Katherine;2912
1147711;20120127;Johnson,Gavin;7138
1150141;20120128;Anderson,Layla;8098
1151360;20120128;Davis,Kayden;3576
1154213;20120201;Sullivan,Emma;6040
1154666;20120201;Green,Nora;8996
1154895;20120202;Torres,Victoria;9067
1155144;20120202;Brooks,Lillian;4776
1161759;20120203;Myers,Joshua;3148
1162106;20120203;Cook,Luis;7917
1165572;20120203;Brown,Savannah;2830
1166801;20120203;Brooks,David;4740
1168981;20120203;Baker,Jose;5045
1171167;20120203;Edwards,Aubree;5467
1174617;20120203;Wilson,Alexander;6922
1175727;20120204;Harris,Jose;6622
1175828;20120204;Ortiz,Hannah;9804
1181102;20120205;Perry,Isabelle;3607
1182143;20120206;Russell,Carson;4347
1184633;20120207;Sullivan,Nicholas;1803
1186839;20120207;Ross,Nicholas;4342
1188196;20120207;Clark,Zachary;9633
1192545;20120209;Wright,Alexandra;8800
1197788;20120209;Ward,Katherine;1535
1197857;20120210;Wright,Audrey;2991
1198245;20120210;Peterson,Julia;3342
1202657;20120211;Lopez,Kennedy;6396
1204116;20120212;Smith,Aaron;3751
1204482;20120212;Sanchez,Adrian;5407
1204970;20120213;Robinson,Jace;8300
1207183;20120213;Anderson,Evan;2958
1207731;20120214;Brooks,Nathan;2253
1207925;20120214;Butler,Cooper;9553
1213513;20120214;Nelson,Lydia;6273
1214453;20120215;Watson,Sebastian;1272
1214542;20120216;Wilson,Sofia;5364
1216776;20120217;Walker,Austin;7112
1220388;20120218;Price,Jaxon;6830
1222916;20120218;Long,Mila;6167
1230678;20120219;Collins,Ethan;5664
1232173;20120220;Diaz,Brayden;2285
1234949;20120220;Collins,Naomi;2265
1239899;20120220;Morales,Dylan;8259
1241601;20120221;Sanders,Michael;3288
1243916;20120222;Miller,Anna;9682
1245383;20120222;Campbell,Serenity;6335
1249260;20120222;Myers,Jeremiah;7110
1253343;20120223;Ross,Bella;9281
1254509;20120223;Cook,Hadley;3445
1256542;20120224;Bennett,Sadie;3298
1256687;20120224;Jackson,Samantha;4432
1258488;20120224;Fisher,Lincoln;5005
1261568;20120224;Jones,Hadley;8813
1264801;20120225;Green,Thomas;9102
1265905;20120225;Perez,Alexander;7783
1267964;20120301;Mitchell,Charlotte;3335
1271136;20120301;Scott,Ryan;3731
1274446;20120303;King,Lily;5213
1275676;20120303;Roberts,Justin;2748
1284873;20120304;Anderson,Jonathan;7252
1288155;20120304;Davis,Evelyn;5963
1288580;20120304;Gonzalez,Sophia;2533
1289782;20120305;Sanders,Gianna;3670
1292300;20120306;Bennett,Bella;3226
1294048;20120306;Morales,Isabelle;1234
1295585;20120308;Flores,Aubree;8380
1300089;20120308;Hill,Faith;6814
1305020;20120308;Campbell,Asher;9214
1307067;20120308;Sanchez,Colton;9266
1308409;20120309;Moore,Kennedy;8405
1308460;20120309;Evans,Jason;3620
1309858;20120310;Scott,Jack;4069
1316212;20120310;Young,Madelyn;7120
1318107;20120310;Rogers,Cooper;5546
1321877;20120310;Kelly,Lily;9662
1324805;20120310;Taylor,Alice;6222
1327642;20120310;Robinson,Chase;4146
1331510;20120312;Davis,Emma;9286
1334695;20120312;Jones,Adam;9531
1350249;20120314;Martinez,Skylar;1089
1350786;20120314;Young,Nolan;8183
1353580;20120315;Flores,Eli;4093
1357619;20120316;Reed,Sarah;6722
1358646;20120317;Thomas,Jose;6405
1359437;20120318;Hughes,Brianna;8553
1365737;20120318;Watson,Brayden;8369
1374800;20120318;Perez,Madison;9221
1375103;20120319;Reed,Leah;7241
1379083;20120319;Long,William;9690
1381811;20120319;Lee,Alexander;3067
1382500;20120319;Allen,Scarlett;8173
1384129;20120319;Evans,Faith;3455
1386862;20120322;Nguyen,Lincoln;8177
1390246;20120322;Powell,Joshua;2215
1390494;20120323;Martin,Amelia;8727
1394269;20120323;Williams,Ayden;9889
1396029;20120324;Torres,Adrian;5359
1400882;20120325;Butler,Khloe;8263
1400938;20120325;Ross,Nathaniel;4755
1403965;20120325;Kelly,Logan;9678
1411624;20120325;Bennett,Sebastian;8506
1415140;20120325;Rogers,Anthony;6543
1416276;20120326;Perry,Kylie;6412
1416839;20120326;Allen,Alexandra;3847
1417316;20120326;Carter,Robert;4521
1417444;20120326;Murphy,Jacob;2451
1421388;20120327;Kelly,Layla;5046
1422665;20120327;Martinez,Jonathan;8872
1422783;20120327;Kelly,Eva;2564
1425089;20120327;Foster,Aaliyah;5772
1425582;20120327;Martinez,Natalie;7361
1425833;20120328;Price,Natalie;7130
1426853;20120328;Taylor,Jack;4162
1451093;20120328;Ward,Luis;3931
1454231;20120328;Parker,Arianna;5389
1455595;20120328;Campbell,Alexis;2792
1457161;20120328;Cox,Ashley;5388
1466363;20120401;Wright,Elizabeth;3589
1467581;20120403;White,Abigail;6622
1470073;20120403;Reye,Eleanor;2946
1474760;20120403;Hughes,Zoey;6599
1476436;20120404;Scott,Zachary;4380
1488995;20120405;Rivera,David;7272
1490938;20120405;Rodriguez,Christopher;5303
1491137;20120405;Rivera,Nevaeh;2184
1500509;20120406;Gray,Riley;6114
1501684;20120406;Nguyen,Ava;4036
1504502;20120406;Taylor,Julia;1796
1507410;20120407;Taylor,Victoria;9955
1508909;20120407;Flores,William;8825
1509660;20120407;Wright,Levi;6393
1513494;20120408;Morris,Naomi;5412
1517279;20120408;Gray,Jason;9833
1518729;20120408;Cook,Jasmine;1160
1520843;20120408;Roberts,James;8943
1521356;20120408;Brooks,Camden;4742
1521950;20120409;Thomas,Faith;5163
1522109;20120409;Lopez,Levi;5510
1524262;20120409;Brown,Ashley;2320
1524301;20120411;Lopez,Jordan;4554
1529029;20120411;Sullivan,David;4475
1530351;20120412;Morris,Isabella;6378
1532400;20120412;Campbell,Riley;8480
1532455;20120415;Martinez,Alexander;6953
1534985;20120415;Watson,Ryan;7229
